Genre,"Plot"
Romance,"A professional kite flyer falls for a competitive drone racer during an international festival in Japan."
Crime,"A private investigator realizes that a string of 'accidental' deaths are actually being committed by a person using a remote-controlled sniper rifle."
Action,"A skydiver’s parachute fails, and he is rescued mid-air by a mysterious woman in a wingsuit who has a message for him."
Drama,"A teacher in a remote village discovers that her students are using a secret language to hide a dark secret about the town’s elders."
Comedy,"A man who is terrified of dogs inherits a pack of 12 highly-trained circus poodles who refuse to leave his side."
Sci-Fi,"A world where water is replaced by a synthetic liquid leads a group of rebels to search for the last remaining natural spring."
Horror,"A photographer realizes that in every landscape photo he takes, a tall, pale figure is standing in the distance, getting closer with each shot."
Romance,"A historian and a treasure hunter team up to find a legendary wedding ring that was lost during the French Revolution."
Crime,"A bank manager realizes that his employees are slowly replacing the real money in the vault with high-quality movie prop cash."
Action,"A former secret service agent must protect the President's daughter when her school is taken over by a high-tech mercenary group."
Drama,"A woman who can remember every single detail of her life since birth is hired by the government to solve a mystery from 30 years ago."
Comedy,"A professional organizer is hired to clean the house of a wizard who has 'clutter' that includes dragons, portals, and enchanted socks."
Sci-Fi,"A person discovers that the stars are actually a massive QR code that can only be read by a specific, newly-invented telescope."
Horror,"A group of influencers livestreaming from a 'cursed' forest realizes the viewers are voting on which of them dies next."
Romance,"A woman who runs a 'heartbreak hotel' for the recently dumped falls for a man who is checking in for the third time this year."
Crime,"A garbage collector finds a discarded briefcase containing a list of every undercover cop in the city."
Action,"A diver specializing in underwater caves finds a hidden chamber containing a fleet of futuristic submarines."
Drama,"A man who lost his memory in a war starts a new life as a gardener, only to be recognized by a woman who claims he is a king."
Comedy,"A group of retirees decides to rob a casino, not for the money, but for the thrill of finally feeling young again."
Sci-Fi,"A device is created that lets you see five seconds into the future, causing chaos in professional sports and high-frequency trading."
Horror,"A woman’s smart glasses start highlighting 'entities' in the room that her naked eye cannot see."
